"","TCGA-ZS-A9CD-01A-11R-A37K-07","TCGA-UB-A7MD-01A-12R-A352-07","TCGA-BW-A5NQ-01A-11R-A27V-07","TCGA-DD-AACX-01A-11R-A41C-07","TCGA-GJ-A9DB-01A-11R-A37K-07","TCGA-DD-A1ED-01A-11R-A155-07","TCGA-DD-AAD2-01A-11R-A41C-07","TCGA-DD-AAE9-01A-11R-A41C-07","TCGA-RG-A7D4-01A-12R-A33R-07","TCGA-2Y-A9GW-01A-11R-A38B-07","TCGA-MI-A75G-01A-11R-A32O-07","TCGA-DD-AACH-01A-11R-A41C-07","TCGA-RC-A7SF-01A-11R-A352-07","TCGA-ZS-A9CF-02A-11R-A38B-07","TCGA-ZS-A9CF-01A-11R-A38B-07","TCGA-DD-A73A-01A-12R-A32O-07","TCGA-2Y-A9HB-01A-11R-A39D-07","TCGA-EP-A26S-11A-12R-A16W-07","TCGA-EP-A26S-01A-11R-A16W-07","TCGA-DD-AACK-01A-11R-A41C-07","TCGA-DD-A73E-01A-12R-A32O-07","TCGA-2Y-A9H9-01A-21R-A39D-07","TCGA-KR-A7K0-01A-12R-A33R-07","TCGA-5C-A9VH-01A-11R-A37K-07","TCGA-DD-AAW3-01A-11R-A41C-07","TCGA-DD-AAC8-01A-11R-A41C-07","TCGA-K7-A5RG-01A-11R-A28V-07","TCGA-DD-AACA-02A-11R-A41C-07","TCGA-DD-AACA-01A-11R-A41C-07","TCGA-DD-AACA-02B-11R-A41C-07","TCGA-DD-AADS-01A-11R-A41C-07","TCGA-K7-A5RF-01A-11R-A28V-07","TCGA-DD-AAEH-01A-11R-A41C-07","TCGA-KR-A7K2-01A-12R-A33R-07","TCGA-DD-A4NF-01A-11R-A27V-07","TCGA-DD-A11C-11A-11R-A131-07","TCGA-DD-A11C-01A-11R-A131-07","TCGA-2Y-A9H4-01A-11R-A38B-07","TCGA-K7-A6G5-01A-11R-A311-07","TCGA-DD-A4NI-01A-11R-A27V-07","TCGA-DD-A11A-11A-11R-A131-07","TCGA-DD-A11A-01A-11R-A131-07","TCGA-DD-AACF-01A-11R-A41C-07","TCGA-DD-AAEI-01A-11R-A41C-07","TCGA-DD-A11B-01A-11R-A131-07","TCGA-DD-A11B-11A-11R-A131-07","TCGA-DD-AAW2-01A-11R-A41C-07","TCGA-G3-AAV5-01A-11R-A37K-07","TCGA-DD-A4NO-01A-11R-A28V-07","TCGA-DD-A1EA-01A-11R-A131-07","TCGA-4R-AA8I-01A-11R-A38B-07","TCGA-MI-A75C-01A-11R-A32O-07","TCGA-G3-A25S-01A-11R-A16W-07","TCGA-DD-A39Y-01A-11R-A213-07","TCGA-2Y-A9GX-01A-11R-A38B-07","TCGA-G3-A25V-01A-11R-A16W-07","TCGA-BC-A69H-01A-11R-A311-07","TCGA-G3-A5SL-01A-11R-A27V-07","TCGA-DD-AAEA-01A-11R-A41C-07","TCGA-G3-A3CI-01A-11R-A213-07","TCGA-DD-AACI-01A-11R-A41C-07"
"NEDD9",5.03471553679721,5.29792106353178,6.28477123002271,5.31863444487247,5.26524745392016,6.11962034293014,4.24181840453567,2.85022911175713,5.71029876613986,4.5165525819727,5.52686740017204,3.98881690726403,4.54326718381311,4.03489089177733,4.0204950148613,4.21597836141376,4.47650266623654,2.99441737322367,6.39136512704883,5.92757445913009,5.05478396228522,4.08978465828294,5.55960166911634,5.19868799352499,3.82301680933014,4.90378559775093,4.44696151088225,6.46757256751055,6.90517352656128,5.01812011826482,4.80709908736761,5.46944293127697,3.04849096948873,4.97229262770755,6.7442502942449,4.05706367311393,4.77664385599792,3.12398117424733,3.28855381793887,3.84408593158654,4.20142180384442,4.59163038958909,3.63746680945537,2.3107252921626,4.85995404392159,4.32558495262953,5.24703971462867,3.80111976743965,3.20410762430655,5.57213591405617,5.01581242178721,6.80419038247281,5.37574870442405,4.46072643682932,5.64359483644238,4.36857851024095,4.8824519709199,7.21555014550396,3.71596233589431,4.55082229401595,5.85678733698623
"GDF6",-2.0717698678002,-0.677005101693047,-4.02381541944477,-4.60494281134497,-3.54302142465852,-1.63345048579281,-1.06994981561053,-2.33150162148406,-2.61820032169089,-4.60494281134497,-4.06906414248291,-1.73747454674223,-3.16603064988122,-2.3543723254076,-3.48681158256442,-4.60494281134497,-4.06338016988276,-1.84354151844705,-2.48709367172608,-4.32654052347162,-3.95073050590788,-3.22005035791038,-1.54942119010445,-1.66383766176845,-2.93471209431505,-4.60494281134497,-2.31836773794749,-2.87784245509847,-4.09016110063918,-4.60494281134497,-4.60494281134497,-1.01914205453453,-0.259383533934086,-4.60494281134497,-1.51165481954537,-3.62407775294788,-1.56310096274934,-4.60494281134497,-2.20462470557637,-0.699688679156405,-2.43214312922171,-2.81443649475911,-4.60494281134497,-3.60354113209427,-4.60494281134497,-1.89713414638907,-2.52888010515008,-3.43033796646714,-3.33229429777587,-2.72227569681454,-2.41657894902435,-3.28934596287836,-4.60494281134497,-3.75737247118064,-0.206377186710948,-1.69971699881829,-3.53615514872295,-2.03211551670701,-3.55551510222658,-0.280810772506001,-2.25201875166734
"GOLGA6L4",-3.46933679485572,-4.01242818723679,-4.02381541944477,-1.16923932423976,-2.70992129940202,-4.16114235358469,-3.38837301945038,-2.65035107244113,-1.94179420435835,-2.92305203315276,-3.67920933334453,-3.24067384705189,-2.28511825063343,-1.70896116577519,-3.9401613687732,-2.65108423558409,-2.89224089145244,-4.60494281134497,-2.06265650932247,-3.28882210907027,-3.16066302500568,-2.27472512746037,-2.09353072102426,-2.8271176049271,-1.68885515431984,-3.99445871757876,-3.96882835726255,-1.38488792755035,-4.09016110063918,-4.0811075445407,-2.73725703364351,-4.60494281134497,-3.48622889532686,-4.60494281134497,-2.85884644961468,-3.04555038318017,-2.7842956269541,-4.60494281134497,-4.60494281134497,-2.16779961471211,-3.83788546171248,-3.20463704967145,-4.01783824993072,-4.60494281134497,-3.43092684501689,-3.35196932322951,-2.83415108777028,-3.7266436022614,-2.85644795225644,-2.19892366216714,-3.13040737074202,-2.44323032950779,-3.56054024364435,-3.2270218520675,-2.07926742216554,-3.34732646897328,-4.60494281134497,-3.44309659503706,-3.55551510222658,-3.58440163072965,-4.60494281134497
"KYAT1",-3.12175259479551,-2.4174572942755,-2.80581849956892,-2.98788573491138,-1.49826440535921,-4.16114235358469,-2.49730923660666,-2.33150162148406,-1.29893841125589,-2.92305203315276,-2.55225764425932,-1.58968382285578,-1.85994678823017,-1.19009641280257,-1.15200775786438,-2.11988990934331,-2.25446422219079,-3.82038174361691,-2.25932251762534,-2.69150280477972,-3.16066302500568,-0.230516750100382,-2.38556078761777,-3.45793293414291,-2.1812813524875,-2.08365511585998,-2.91942810806308,-2.23782016031157,-2.08979623187347,-2.93190125367388,-0.221514814361408,-3.28246598468242,-2.63084209560487,-2.80795832632125,-3.33429542510553,-3.62407775294788,-1.92089535329818,-1.23969739266936,-2.20462470557637,-2.6253606564944,-3.33975185817676,-2.99638476839308,-2.43002460669681,-3.01811170742173,-2.1177753488796,-3.35196932322951,-2.83415108777028,-2.97476223785908,-1.76978603062899,-1.93248962931291,-1.21431807778858,-1.36646683644704,-1.94671752687167,-2.28378262679349,-2.5441046499323,-4.05535457294121,-1.58082630143922,-2.36850925772457,-1.93851720367303,-2.99265655227887,-1.40061859941231
"SERPINF1",10.1256087841193,7.4389176364386,8.64495617134074,8.18344697994865,10.5874750185067,10.4756339340316,9.45606364997376,9.87915662106098,8.554556717002,9.30183338847214,9.70420299194309,8.92458401497791,9.28403488787161,7.6482999356991,8.26292554773632,9.09201214963121,10.4697520084148,9.53679074803265,10.6296652252253,8.92503545706402,9.77505932409641,8.94037027251441,7.29791946763833,10.5397466816958,9.37395512631581,10.1153706492194,9.01617929344613,8.8899606557172,9.14989401679266,9.35445669885051,9.42906303640467,9.86834511875578,9.91364319462277,10.3291704780134,9.80746321745685,9.89950311721955,8.88120888320984,9.8472241418509,10.1263280278905,9.71876095200497,9.44097987599736,8.93856958058002,9.57077220120996,8.11242628205585,10.8747806764261,9.24713036326764,9.46118365649839,9.09578519091588,10.5441058759408,9.30953957596293,9.29780037128976,8.54522886134135,10.0864490811261,8.90414441109497,9.89840161527141,8.70349042383751,8.38113552903833,10.4547639316913,9.61210259669432,7.73548053395714,9.15799705367469
"LMNA",8.71705097189312,9.36349557400084,8.52035337349076,8.65032593327537,8.50208994171904,7.71167450907543,8.64071774727585,9.07239197643234,8.22590041241391,8.37414383001852,8.618361722592,10.2515302472748,8.37580299449727,8.10664076617559,8.40943117722969,7.61560757373099,8.73508496384754,6.6966722730701,8.42785495510663,8.13270542982001,8.17462019770138,8.47724158953746,8.96711872829315,8.92122161152419,8.66286248398064,9.79332217918598,7.90309669250705,8.25476090380797,8.14861057586086,8.69624491800145,8.10104179548934,8.05674736270978,8.34559073141899,8.66268446789589,8.16108941143579,6.4526041736285,8.22632272276124,7.87935077617929,8.23284312278769,7.4483011274251,6.67225489894142,8.34225650359286,8.98002292657874,8.27447168167739,7.79372195532621,6.83955923894411,8.42142842218513,9.54112782106255,8.75251630529851,8.97293352457317,7.84701177670218,9.84494598931327,9.81215348231261,9.34061982561068,8.86228121662722,7.75384641935563,9.54285997593634,7.92101679409732,8.12979092353754,7.6954391438803,10.2880306366588
"FTL",13.9210879121255,14.4107098579577,14.2117986868315,14.1258919831611,12.7103185467771,11.9776264724401,13.002680698165,13.5133408065183,14.0115404484777,14.5572111449408,13.4165386239966,13.4194197501213,13.1108369046645,10.2803970695231,10.7023740700939,13.8139988903921,12.6310635406189,12.882556019382,12.3287707365488,13.6258511078569,12.9237305866815,12.1553413033949,13.6980607267316,13.3344809668121,12.5735703969221,14.7808733758036,14.1117676665798,13.162937313866,13.2397126670478,14.4074742207162,13.1899348586657,12.5678471901707,12.7305580246967,13.0523860990871,12.3785750745467,12.0788977508698,10.870808862211,12.2902395470008,13.2083471806314,12.5303765449127,12.106709061585,12.7547215230312,12.2557456423108,15.0131879758736,11.3319444467052,12.2590074949686,12.9125351634904,14.2098098237977,14.0671776162234,12.5262034841028,13.0556861841644,14.0342422703868,13.9160238310888,15.6281346037789,13.4258201069109,13.8798530400475,14.7023535341879,12.7309514901237,14.3500251400706,13.0660718882882,13.1705105126708
"KMT5C",3.17295207044937,2.8520949357744,2.48163776423203,2.35543369504086,4.47901412297073,1.49001456710387,2.16192676863451,1.26594574321653,3.31876686925136,3.12236509834742,2.5699243848095,4.2841800917556,3.31894590870658,2.65206090993036,3.41584280568023,2.23097195552167,2.56540435008498,0.0712860776427533,1.60682940742812,2.91902549880351,3.4097285566706,2.49914989456343,2.92151242174891,4.04102208367153,3.21868557392781,2.41222447386233,3.34040186349003,3.50097284386642,2.79296429795885,3.64891310953667,0.960827154443627,2.17732302876805,2.19108521057374,3.67000689450432,1.9460682268961,0.942305829715415,1.78471922808853,2.67013105689005,2.58034610664496,2.62061473711086,0.129253112838872,2.2754945567991,2.31431005609213,2.24958399168155,1.40041807058726,1.19313864627584,2.75471767870946,2.80002500536795,2.963440992747,2.00611466771777,2.21617183249237,2.77687017704549,3.53478474684666,2.78125869089158,3.09360437945724,2.06860795614627,4.00892208257072,1.82773375062859,3.91406577120187,2.06480145779469,2.55236593436768
"BIN1",6.46745834485337,5.77568065195022,4.95528900472312,5.26146524477406,5.63129001844372,3.9088041340688,5.38720832589898,5.65051987905608,5.45311633992363,6.01019933830747,4.75050827959578,6.14020411304845,5.55787499660488,4.05226454250766,4.94622701580407,5.4663999079055,4.63707011482016,4.69508219416321,5.00663039553457,5.64746793741706,6.04824880323226,5.55895472714979,4.71562555067029,6.68552717441059,5.83052242214155,4.06630647693264,5.6763906460316,5.28714714936842,6.19757562456373,5.44665311350725,5.451371111262,5.48475902497661,4.89340805717734,6.19910788260892,4.5034568367017,4.78075322053782,6.11424665618557,4.74769196096248,6.23127839847439,5.19514169850354,4.29447114641983,6.33281501273222,6.05297009320437,6.34585990062801,5.00309042135546,4.9325705153848,5.55958668333188,4.6286634287373,5.53724271876684,2.97459454841792,5.71303616680099,4.97976081608415,5.97433058036907,6.98065589965192,5.42682324167927,5.06852848799595,7.77309526500023,4.80694342180453,6.13517055277702,6.17939991272766,6.22321130069867
"MXRA7",3.38481166087887,3.53645660927857,4.34644035762497,4.62151880422305,4.50054002915873,2.71229243707716,4.88537621060779,3.96005581398813,4.48067349150119,4.47004803130543,3.41797501124245,4.91374333941027,1.26811178457074,3.55826378452435,2.94298764491916,1.89763762803528,4.45203293163788,3.36457206268223,3.131831291782,2.52644638015986,2.76220411996021,3.13736100959647,2.68192635306403,5.34227038150983,4.51242584354137,6.71106722543588,4.2607155408468,5.33068705299974,6.10274107133326,4.95509188117382,4.39789891714102,4.16415385380461,5.32883424176939,3.19275993708701,4.13211188578161,3.16405932175188,3.54063935508405,4.24215920326671,4.44284343450519,2.81604272512775,3.63547169425837,4.91689274002761,4.1036311662584,1.86543310611665,4.43559213700945,4.32966933111507,3.09873522676119,6.80874136350678,5.94182975191378,3.19590908922376,3.94873895361143,1.13957352546987,0.92352734379179,5.17053136424707,4.78383311327629,4.66685157826414,2.46509108311314,2.21244625407437,3.19226277995661,4.74412677034847,4.12709405304997
"TRPM4",5.09306045045374,4.54038386366124,1.07024655000667,3.92258356598128,4.4847858416637,3.69132625037033,4.01787310686997,2.0352269688944,0.699726646514515,4.36277049888128,5.13672157006187,4.75168760696402,3.86294833634533,1.9806456650956,2.28563698209287,3.92432655286611,4.44336952116511,1.81967294884142,1.87023193166829,4.09200780110415,2.78212133561726,3.99259987949273,4.02232478174315,3.53235443909065,3.20938906175371,3.43290829792124,3.58996487958434,3.60595702104987,4.22637905326852,4.42885997945877,4.07574249875861,4.18875985878542,4.04490364022422,4.73120298461117,3.69898251896444,3.69650060773735,4.24873994912279,3.84745534187547,4.67573244176531,3.74668814114967,2.39928677936916,3.90837258293666,2.72786344905143,3.59997350525681,4.16505456947152,3.33261473517789,3.05351369444379,5.23937964129953,4.21300956353047,3.09882062787429,3.83016335326441,4.70643428976552,4.42780808560773,3.72949056451949,4.67270088019144,3.90121911049865,2.25621035151259,3.43582014775147,4.74004800213433,2.58022514012125,4.32236200328017
"NR4A1",3.97579649787634,6.39843852428283,3.46304874274574,3.17403262237851,5.04952399930344,6.49047360512585,6.02540474833461,2.11611437084541,4.57214054789694,3.25170894352252,4.30618844906429,5.06431036626311,1.50098989684299,2.50279139094524,5.09070177773151,2.82860724169619,4.32573851647527,5.44873048479319,3.2429194607275,3.41882529099969,6.10222546931066,3.6040672216811,5.19635863710677,5.17297164696356,2.59706222263996,4.45315485697021,4.59703461783319,3.93812546368846,2.84342186519945,4.4633877031088,1.31661271443458,7.3919151696534,3.72859642188047,5.18587477409795,4.06697694980124,4.8918580956107,5.66957304706191,1.80008378749558,3.74264930597641,4.55238146739296,5.40177447999944,5.80466857611323,4.01984306395373,2.80723365634683,2.9318034357282,6.08081552454487,3.75738677212211,1.90455112525561,5.39419177162075,4.83912148621041,5.29008815421084,2.75959294622014,1.32654955351165,1.76217873889773,5.18976991068519,4.68299340719758,1.85882278105445,4.49945006263222,4.23014719428776,8.62914122825937,2.47780443141916
"AKAP8L",4.11746220646144,4.38333554025047,4.38072328816142,3.97808365680022,4.96430101887519,3.02718087194084,4.08416000038734,4.16721593259347,4.52408067118149,4.36594890343493,4.21004035601961,5.1129981489804,4.42546194483539,4.61280436942985,4.82781165238048,3.91305966001278,4.43839554256877,2.18255594404654,4.38692373257436,4.13358063784101,4.21331604409372,4.38781458211264,4.68344286280876,5.0082325232543,4.41469449155634,4.46310061394038,4.18507278880507,4.57046268357243,4.439364109939,4.7094035456002,2.49779457760954,3.16745691145135,3.67250606615406,4.88560491773812,3.63525505144576,3.42813760529579,4.38329030718004,4.14716459889994,3.64011775107034,3.71048382971452,2.47607466006141,3.79564934278703,3.90130205366478,4.20842458690249,3.450871755531,2.76071106286442,3.91738990536069,4.57442369519431,3.87061140066932,4.04218873310327,4.37359729249415,4.55943365502428,4.54981257132109,4.74326934007001,4.28440713815129,3.91950083219967,5.43174241349318,4.20679856599078,4.63931423107221,4.05045841594154,3.8723811640299
"CYP26B1",-1.28614694310774,1.67469146136085,-0.661535496918508,-0.976031985060184,-2.33981041395896,1.8453422103587,-1.95056673937949,-0.960596306334423,-2.08352586718567,-1.89980437542934,-1.92734464696253,3.13880852941813,1.54800530015501,-3.98486455655555,-1.00547817190843,-2.11988990934331,-1.26709408588905,-2.00610668616769,-2.25932251762534,-2.21069775801422,0.229986307259039,-1.78870800543024,-2.55722322443285,-3.45793293414291,-3.30915911566372,-0.285630425544971,0.966357124023163,-0.189898475609198,-1.79699214673911,-4.60494281134497,-4.60494281134497,0.373222528356138,-2.63084209560487,-2.03208642450002,-1.16015828462151,0.00194728743383934,-0.722564471080224,-0.737112393892421,-3.32612629096228,0.269557301801241,-0.835984464602751,-0.871934117754569,-2.27787910392733,-4.01904570649195,-1.08516059683796,2.22466184154169,-1.30547692409833,-3.18464155414413,-3.07484077168634,-0.807899189443161,-0.373094601893887,-0.444996253890745,-2.3665251477549,1.29618687412157,-1.00764977206515,-0.799371658988728,1.70763882519637,-1.27230241072954,-1.93851720367303,0.388749406218448,-2.57586470613416
"BCL3",6.61521772270395,6.28833404367377,4.49075921834292,4.19437001125896,5.97928226461932,6.14760060460866,5.68521279518719,4.59403426660597,4.93004611255811,6.284966984982,5.41380896787899,7.05229549994125,5.67303449353522,5.66715226838191,5.99344794124286,4.46311240526574,3.92819070171534,4.18573289265973,4.36038713321924,5.07162736172756,5.76708415799619,6.0987182311583,6.1089033840659,5.32710413750931,7.28057850827734,4.97899070427574,5.9280522744183,4.64572165575464,4.3336500008092,4.77911793181897,4.20910976503014,5.34214593976341,4.81785119225523,5.42064994366162,4.93710602465722,5.56845131383942,5.92282905323036,7.29694480738191,5.41397541236208,5.44394171905661,6.03831666109754,6.42365327655208,6.85731248279498,5.68556932677334,4.410126455207,4.81658361747715,4.57291190027094,3.62502902682134,7.11652214224768,5.9402235993795,5.55526441044484,6.24752002744746,5.72742487472713,7.05507391120381,5.70196446137657,6.40229083645394,6.79330525767156,4.44098085403134,5.94547870132033,4.21383668755183,5.92752820493599
"RYBP",4.63428003708717,4.50103408700659,5.72616035986601,4.34822400959656,5.38118642659839,5.03480333923739,4.20185844430502,5.00845794889776,5.31959264725367,4.43718377851335,5.31410451955167,5.47803248366062,4.31597243685573,4.35103464740709,4.53183038396749,4.43029546414232,4.26943483630154,4.20908236672857,4.60152802707697,4.65967582334655,5.67154683630459,4.54852157854431,5.07480884843453,5.05121416001231,4.84513339614587,5.05141105163322,5.03603293119939,4.98112223378878,5.53986352354015,4.10912456102578,3.72708422075981,5.21535140477707,4.47630761049575,4.37242241481443,6.19581553489462,4.88210388507883,5.34646083773551,5.11887181244248,3.87725861763247,4.92550823969474,5.77514613058326,5.80031450214304,4.73013882311419,3.99404170949651,5.47610107700928,4.1192743281927,4.88024678806342,4.39473915375839,4.67513334244813,5.11400828312807,5.13465537958056,3.79178862756696,5.05133082221982,4.69193213095601,5.21277321152143,4.41183677827719,4.22789712380406,4.90243011361232,4.97394306300388,4.81408559917043,4.41376327025802
"B3GALT4",0.31769056469416,1.34796665734484,1.49221344779279,-0.237493224202666,0.345153566623474,2.40073427123261,2.39615875615278,-1.65806003558038,1.07813553072254,1.31699348475351,-0.703393155085815,2.3877155947081,-0.569277361955134,-0.809279215590376,-0.534222180498478,-0.0204165660772848,1.55714585098906,1.03235879287934,0.108701222923261,-0.399098396371958,-0.777489717142362,-0.0465926074487935,0.883163055983893,1.62555235813345,1.03156461124153,0.275040153980036,2.7856172853661,0.239413241188987,0.0395805935551342,-0.538009380132732,0.719854773498755,1.9958750436547,3.44269884095963,0.670909909766933,-0.438839849375433,0.445140897230058,0.625370124096937,0.17551999944827,1.31232832611914,1.40984595234713,0.307922432974726,-0.0476455361234443,0.488748375536489,-0.142836440268088,2.01827389539404,-0.0305504740676622,1.99038676100178,-0.0943997731932606,0.380603981992972,0.0497249257950753,2.01342506263861,-0.155596731919738,0.0937776235907939,-0.298425740222625,1.40506997083731,1.27668476392834,1.18516870384151,-0.1981714970097,-0.425802936177422,1.54379258637848,4.01102820795202
"LDHA",9.119518494064,8.85365479521132,9.2802327165883,9.79869699558897,9.19263007250983,9.42415456780848,8.94411053980106,7.72141077348284,8.61262147624423,8.06471051555968,8.59102873230617,10.4066148055208,8.57249211944389,8.79556273756564,8.60257743175293,8.51134396103763,8.13034554167022,8.76757000209063,8.11013299440254,9.04180675114707,8.18084619261576,9.17935378742454,8.54546306461948,8.33732242440531,8.68084170826154,9.60484876132624,8.44714327788347,8.2789543860167,8.44462817100556,8.50546933184546,7.2250594380599,8.44437324437701,8.61919614301265,7.68786363274119,8.82960371404936,8.82107930164531,8.57086436885149,7.67775468207754,9.03591755403585,8.27998328841145,9.9075619137894,8.62779680199979,8.79452847759848,7.77574699005512,8.82852377168947,8.78051392961073,7.44038725197337,8.79425395588262,9.50568624282396,8.41641289869917,8.73277111268866,9.22241388397444,10.1398795100561,10.319864943657,8.69500489421705,9.0901076653705,10.1528063239691,8.59162468724993,7.81108194493557,9.59058799070832,8.311936677313
"SEMA7A",2.39385615125553,3.6147364782574,3.73670338638546,2.09351825419865,1.61268403227577,4.71120937645041,2.85251552246283,5.31866941697866,3.12294256515059,2.72205111850882,2.16862897645176,2.31922916486976,2.90588732472978,-0.378462638897821,0.826132597972782,1.60454879345387,2.84642841215099,-0.12495173386229,6.07262458908756,4.28171798523008,3.9058672350082,0.222669096332539,4.18099985999258,4.21006063346848,4.01399442351397,4.24985871022607,3.4162168805144,3.93633699245116,2.31460969248525,3.54823670280069,1.20180502986067,2.31482730801577,2.4858266739817,2.66601350319666,2.90892018187273,0.486928286773441,1.24800560378887,-0.420813054797024,4.85784749427891,2.51770977992085,1.91125469138321,-0.0227449594419755,0.94049497109906,-0.280352689190712,3.17936041624534,1.70171418213864,4.32194287146116,3.46323366229825,3.54346961542407,4.11203816777848,2.73221263769896,4.52405978041572,0.588598500681408,0.0834336167240645,2.85885271227898,3.92131632711974,2.12062760779894,3.4470750042434,1.44495427306202,1.46865996891228,2.98038974433248
"CLK2",4.38367196949443,4.77401383646632,5.38985848129257,4.73633181857621,5.31712074649653,3.63743633133152,4.09568298897403,4.80391908871911,5.08714767569226,5.11724999977487,4.23291300374651,5.86631276994391,4.46274484000066,5.58066258235314,5.22015571106761,4.12320384653265,5.09693725720955,2.63626983844802,4.61595785532706,4.46943216600701,5.01325701078677,5.04020982598236,5.64254115894453,5.75672054992112,4.54235157886501,5.73937345241201,4.68139559865756,4.71307642045319,4.14538061894931,4.4336718372897,2.6865151232103,3.75131993082997,4.31817343896348,5.76085434954652,5.15020936436345,3.67406510737328,4.87931830474603,3.79950066033233,3.70639895112123,4.56257253611443,3.25017291303709,4.33772642015629,5.16716698568202,3.21802576282153,4.73313138156177,3.17355998849715,4.6046101537788,4.96012457540627,5.04253464737217,4.82682279719346,4.73345648337261,5.53488092379777,4.43219148230621,4.68549972884628,4.69586464079908,3.93396122164476,4.52360315220017,4.345574712011,5.0883434114327,3.93757740587851,4.54476591680094
"PFKFB4",0.669651077522245,1.2626970490512,1.88349500400709,2.03490417083967,2.32909800327682,-0.0386445204978757,0.919051702678312,-0.270535553632655,1.75607900173853,0.874595434937402,2.03835750681828,3.07654847208065,0.221789580188811,-0.809279215590376,0.826132597972782,0.447727012766971,0.9217293289619,0.365352362969263,1.57763797958975,1.09783197551624,2.09932279331429,1.38252789828709,0.263480893689955,1.16165103968314,0.439987689128238,1.0687064832746,2.2493836696416,0.532443476994436,0.01463375164222,1.19522051918005,0.595428318436971,0.753501333867498,0.039861073647862,-0.0642718350638002,1.18043579141056,-0.118211286894255,1.55584276059439,1.39475008881682,1.10518437127886,0.0127263702785507,0.0308715635353068,1.90564945456811,0.208600099152186,1.46390659622173,0.91268615557677,-0.783074170008707,-0.580037416912901,0.638463752741892,1.17141877448539,1.30498274279703,0.678636429134034,1.67924547801045,1.9245039649463,5.43603102959497,1.14650587242878,0.537120275991138,5.25727051007946,1.72051348022117,3.03092839354519,0.877869725202036,0.476937427110323
"BMERB1",4.22003805638804,3.35708410072353,2.20380259840552,3.10448074365966,5.57084619790468,3.93696131801942,4.80482724185429,-0.270535553632655,3.36383447018175,2.56497410963744,3.60930238629485,2.69211098199303,3.40446335717652,5.55921806616742,5.80830831033585,2.79953330966076,5.02161510465239,4.05395782894878,5.32805266833286,3.15406671828534,2.93672177325426,4.0310944764372,3.15500799321817,3.74061029565933,3.7285606096884,0.300621268888066,5.58352981042183,2.8707363489628,2.57138604412685,2.53550000212197,3.42467645002838,3.34141175356215,4.85792164320078,5.34775847099112,2.63103305781153,3.70094614199098,5.01617483254299,5.09175261953168,4.10400068531866,4.78460650352173,3.19445055435287,3.74941881844098,4.24066366187685,2.7016222177629,3.51742978112655,3.29550907115551,3.35317061943187,3.11882015373088,3.93788919332333,3.83003102945376,4.9399626179874,3.75738667735207,2.10372626722623,-0.159602484790641,4.46840221765864,3.71908997147283,0.715804722203851,3.37583611695151,4.44336990019184,4.73270344275246,2.58317777752151
"ICAM5",-3.12175259479551,-2.78145290011287,-4.02381541944477,-2.5688861541485,2.32266711432454,1.73420457999102,1.36229458727715,-4.60494281134497,-2.61820032169089,-4.60494281134497,-2.03252024755612,-0.644825903894939,-1.85994678823017,-1.34321091289137,0.0722147085493317,-3.50084962667902,0.549740245326376,-3.31502791445394,-3.80392885274473,-3.55932172003547,-4.60494281134497,-0.202762216349515,-2.38556078761777,-3.92032856485192,-3.816213989716,-3.56682775502233,0.749012882836695,-2.11405565740626,-2.20228082123667,-4.0811075445407,-4.60494281134497,-2.28228312046115,-3.93976243109744,-3.44307725462276,-3.33429542510553,-3.62407775294788,-4.1594588108271,-4.60494281134497,-1.34817501301217,-3.53186251215753,-3.33975185817676,-1.9430520127415,-2.01463111046089,-4.60494281134497,-4.60494281134497,-3.35196932322951,-4.60494281134497,-3.18464155414413,-4.04714978881424,-2.52596626561194,-0.855130738593768,-2.29146256779369,-0.478222877619786,-1.71824773185724,-1.62797674186559,-2.68579065077481,-3.53615514872295,-4.10671383873161,-1.19522901631631,-1.39869993350768,-3.58549243432183
"ITPRIP",4.81406691084691,5.61540794047182,3.86736927114127,2.70941593333685,4.25248041151867,4.63591148299506,3.99590310288313,5.20616117349656,2.35248299877656,3.74222150635334,4.05502787418361,4.61933230323103,2.64983233849261,3.90278832383011,4.54675430353701,3.0339449548566,3.15916848019431,3.07795901969931,3.9591014189454,3.67046824223169,3.58436054524374,2.79938430727607,4.50534574589051,4.21394591538538,2.8332646481168,3.27087726335058,4.15403822150713,3.86667797951047,3.39333222893021,3.91460572369239,2.55236859723694,4.42387587102611,3.25901759645677,3.59609977358056,3.55201604414333,3.62344340541414,5.3031167585356,2.69655512919748,3.30290616330834,3.59065578340039,4.57054804601906,3.43129808423158,2.03803412614325,3.77071580245674,2.97033000344039,3.41565435406449,4.21562228084473,3.78498780599243,2.4974269056374,3.44153203131458,4.08961495962331,2.94678816398678,2.1611881952487,1.50263561053823,4.75161569755375,3.73569297255354,2.28319984440257,3.37583611695151,3.12842723387708,3.48554794216561,3.09172191026442
